beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,3/5,8/10,16/20,1190160000,theviolet,"Strong fruity, almost wine like aroma.  Some alcohol in the nose as well.  Very pleasant.  A reddish golden brown.  Small tan head that quickly dissipates.  Very malty, not too sweet, nice and clean in the finish with slight alcohol.  Some creaminess as it warms, perhaps some spices as well.  Mouthfeel is very bubbly and carbonated.  Nice and full."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,10/10,5/5,10/10,20/20,1189728000,DeadGuyFrank,"The DUBBEL everyone must have once in their life.  This was the first Belgian beer I had when I was 20, and boy my taste buds were never the same again!"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,5/5,8/10,16/20,1189036800,agl108,"750 mL bottle.  Poured hazy reddish brown with fizzy head.  Fruity aromatic aroma.  Smooth fruity, spicy flavor.  Terrific, fizzy mouthfeel that dances on the tongue.  Very tasty."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,8/10,17/20,1189036800,prosqtor,"Tasty dubbel.  Almost as nice as the Blue, better than the White.  Dark red color, silky smooth taste with fruity overtones."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,6/10,4/5,6/10,14/20,1189036800,Wobbler,"Tasty dubbel. Reddish brown in colour. Fruity smell, Yeasty, fruity chocolaty taste. Not too diffrent from Chimay Blue but not quite as nice."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,8/10,16/20,1188777600,bhensonb,"Light stone fruit aroma, like ripe apricot or freestone peach. The color is ripe apricot flesh. The beige head flattened and ringed. Medium bodied; slightly coarse, nearly creamy, carbonation; somewhat chewy. The flavor is light stone fruit, red berries, a sour note, a very little caramel sweetness, fresh plum, an astringency calling wood to mind. The finish is quite dry, and there is a very small bitter aspect. Very nice. The mouth puckers and begs for more."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,7/10,4/5,10/10,18/20,1188691200,DubC5000,"Very interesting. This beer makes any beer drinkers perfect stand-in for any decent white wine. An opaque amber off the pour with one-half to an inch of pale tan head, the aroma is definitely beerish, with yeast being the most apparent, followed by hops. However, the taste is of citrus, summer berries, and plum with smooth malt undertones, followed by a fairly strong, wine-like alcoholic kick."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,10/10,5/5,10/10,19/20,1188604800,BorgHunter,"One of my very favorite beers. Beautiful red color, not much of a head. Complex aroma reminiscent of dark fruits, somewhat peppery. Flavor is the same, malty, tremendous estery character provided by the Chimay yeasts. Hop flavor barely evident, the malts and candi sugar dominate."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,5/10,3/5,7/10,12/20,1188604800,ucusty,"pous hazy amber. lots of carbination, light head that quickly settles.  Yeasty aroma. yeast upfrony slight malt finish. decent ale"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,5/10,3/5,6/10,13/20,1188604800,kp,"Name: Rouge (Red)	Date: 01/21/1996	Mode: Bottle	Source: new orleans, LA		cloudy amber color, good head, sweet malt aroma, smooth malt taste, slight malt aftertaste	-------- />	Name: Rouge (Red)	Date: 11/28/2002		dark opaque brown with rust highlights, big creamy frothy off-white head, rich malty aroma, mild malt flavor, hint of fruity character, a touch of spicyness in the last sip		Aroma: 5/10; Appearance: 8/10; Flavor: 6/10; Palate: 5/10; Overall: 13/20	Rating: 3.1/5.0Score: **+/4	-------- />	The score was calculated based upon the notes and an old scoring system."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,16/20,1188518400,masonjer,"Poured a redish brown color out of a bottle.  Havent had this in awhile, nice to return to it.  Very well put together beer, smells of grain, candi sugar, distant dark fruit.  Taste is caramel, candi sugar, some nuttiness and grain.  The carbonation is different than most, very fine, champagne like.  Classic beer."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,8/10,18/20,1188518400,ROGUE,"Pours a deep auburn color with a off-white rocky head.  Flavor is sweet fruit and nuttiness with some light hops.  A nice smooth, dry  and slightly bitter finish.  Very good dubbel."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,7/10,4/5,8/10,16/20,1188432000,mansquito,"Pours a hazy red/brown, with an initially giant head that is mostly white. Fruity smell methinks. Somewhat sweet, caramel and raisins are abound. Somewhat bitter and leaves the drinker with a sort of dry and champagne aftertaste. There is a sort of apple/pear taste in it as well. Not sure which one actually. Pretty sugary, a pretty good slow drinker I would say."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,18/20,1188345600,graham515,Pours a deep mahogany into the glass with plenty of off white head.  Aroma is fruity and nutty.  The taste is much of the same and the mouthfeel is unbelievable!  A great dubbel!
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,9/10,17/20,1188259200,JesseM,"UPDATED: JUN 6, 2009 750ml bottle. Pours a nice burgundy colour with a large beige head, and lots of carbonation. Aromas are indistinct, but mostly yeasty, esterly. The flavour is nicely complex, very sweet, notes of caramalts for sure, some raisins, almost some bready malts in there which I did not expect at all! It gives way to a dull bite mid-palate, which to me seems like the only detectable presence of hops and alcohol. Very smooth on the palate, other than the finish, which is long. Some ripe, almost fresh tasting fruit flavours are evident in the finish and aftertaste, apricot, pear, as well as the added sugar and yeast. Not bad, my first Dubbel, I trying to get more into Belgians so this was a good experience for me."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,7/10,15/20,1188172800,probstk,"750 mL bottle from LCBO, served cold in a tulip glass as a reward for painting my livingroom.	App.:  Deep brownish-ruby, clear for now, rocky off-white head.	  	Aroma:  Huge gobs of brown sugar, caramel and treacle, lightly vinous with plenty of dark dried fruits, a moderate dose of yeast, a little burnt sugar and a bit of musty hops.	  	Palate:  Medium-full body, medium effervescence.	  	Flav.:  Light apricot, followed by a wave of malt-like flavours from the nose, a touch of cardboard and light hops; a little woody and alcoholic to finish; very restrained bitterness; feels almost refreshing.		Its lovely stuff.  Glad I have a big bottle."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,3/5,6/10,13/20,1188086400,SamGamgee,"UPDATED: JAN 4, 2010 From a 33cl bottle on august 26, 07 at a Botulfs in Lund.   Aroma is floral and citrusy with a touch of alcohol.   Rich cloudy redish brown color with a thin off-white head that dissipates quickly.   Flavour is well balanced with caramel malt dominating and the high alcohol showing slightly with the hop notes in the aftertaste.  Palate is rich with lively carbonation that sticks around as the beer warms.   Overall, a good beer-the best that ive had in Sweden so far.   This is my first Abbey Dubbel and if it is typical of the style, then i am looking forward to trying more.   I would have liked slightly more hop bite to balance the richness of the malt, but it worked all the same. (6,4,7,4,16)	Rerate: 33cl bottle.   Its been over two years, but Im finally getting around to rerating my first beer on the site.   Back then I had no idea what a dubbel was supposed to taste like, I just knew that I thought this was a pretty good beer and it sparked my interest in Belgian beer and the Trappists in particular.   I have certainly come along way since then, rating 22 other dubbels in the mean time.   I am certainly not as impresses with Rouge now as I was then, but it is still a decent beer.   The flavor seems a little too thin and devoid of malt character, with an almost washed-out yeast profile, but it still hangs on to a nice balance and some dried fruit flavors including apricot and prune, with a lightly spicy edge.   The aroma is a touch yeasty and doughy with some clove, cookie and cooked red apple, but lacks the depth and impact of better dubbels.   Light bodied and a little airy with carbonation that could be tighter and creamier.   If it sounds like Im just hating at this point, its only because I once built this beer up so much; I still dont dislike it, it just really isnt anything special once youve been around the block a few times."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,5/10,3/5,6/10,14/20,1188000000,raymondwave,"This ones a bit hard as I expected a lot from it. Initially poured too cold, sweet and malty nose. Champagne head and mouthfeel. Sugary cola flavor. Surprisingly it got worse when it got warmer. It went stale very quickly, loosing all carb and flavor was like thin coffee. Quite thin and light overall, which was a surprise. I pretty sure Il try this again."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,4/5,7/10,14/20,1188000000,HenrikSoegaard,"Bottle. Creamy white excellent fully lasting head. Orange colour. Not so powerfull but nice aroma. Moderate bitter and sweet flavor. Caramellic notes. Average finish. Creamy palate. Not quite as good as expected, but it is a nice beer."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,16/20,1187481600,jtw,"750 mL corked & caged bottle with an apparent date marked on the cork of 11/05.  uncorks with a loud ""thomp"" and out seeps a bit of boozy caramel aroma.  poured in a stemmed chimay glass its medium-carbonated creating a smallish off-white head atop the amber-garnet and slightly hazy liquid.  prune, raisin, burnt sugars, clean yeast in the aroma and the flavor is similar - malty and sugary and a bit tannic and acidic.  a very well-executed and enjoyable beer, one of the best dubbels available."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,3/5,7/10,16/20,1187481600,AgentSteve,"UPDATED: JAN 3, 2009 Pours a dark amber color with a full creamy head that lingers for a few minutes. Flavor is dried fruit, with a somewhat sweet, apricot finish."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,3/5,7/10,14/20,1187308800,AllAboutStout,"Pours a reddish brown in color with only a slight head.  Smell is somewhat laced with spices.  Maybe some clove and a real faint cinnamon.  Taste is highly carbonated and bubbly.  There is some spice as well as some dark fruit in the taste.  Perhaps just a bit too much carbonation.  Not bad, an easy drinker."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,9/10,4/5,8/10,16/20,1187136000,Goodgrief,"A very nice Belgian. Poured dark murky brown with fluffy head. Little lacing, though (and why do I really care about that?). Taste was rich and complex...sweet but not overly so (like some Belgian knockoffs). The monks do it right."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,5/5,9/10,18/20,1187049600,teebradford,"UPDATED: JUL 8, 2008 Dry at first, but is gets more complex the more you drink.  I really like this.  The smell is yeasty.  The color is a beautiful cider-red.  Nice fluffy head that lingers.  Good stuff.  Similar to Westmalle Dubbel, but a little cheaper"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,6/10,3/5,6/10,15/20,1186963200,puzzl,"Pours with minimal head into its own chalice. Mild candi sugar and bread yeast in the nose. Mushy, slightly vegetal taste, odd sugars and belgian malts. Yeast is not too distinctive or attractive, for that matter. Fits the style and is moderately enjoyable, but a bit muddled and messy IMO."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,3/5,8/10,16/20,1186963200,robforbes,"UPDATED: JAN 3, 2009 old rating:	6/4/8/3/15 - 3.6		pours a dark brown with an orange tint when held up to the light, large tan head, very good lacing.		smell is of toffee, grass, fruit, some cocoa, few spices, some malt, and a touch of brown sugar.		taste is light, slightly sweet, a little bitter, some caramel, dark pitted fruit, some spice, touch of cocoa, ends dry and slightly bitter."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,4/5,6/10,14/20,1186876800,TaxiDriver,"Bottle. Sweet dark heavy malt, roasted, chocolate. Large creamy off-white head, mostly lasting. Dark brown colour of the body. Light bitter start, sweet finish, average duration. Light to medium body, creamy texture and a lively carbonation. Very good taste, not to heavy."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,7/10,4/5,10/10,15/20,1186790400,blinesam,"earthy tones, tasted at blm sample. earthy flavors smooth, tasted very organic, unlike most beers, well balanced with hops and malt. VERY NICE."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,17/20,1186790400,Whelk,"330mL bottle.  Pours a slightly hazy copper with a creamy cream-colored head that lasts for quite a while.  Leaves decent lacing.  Aroma is sweet dark raisin with strong yeast and apricot.  Flavor starts off with spice, moves on to dried fruit (raisin and apricot), and finishes with astringent toasty fading to a long dry finish.  An excellent dubbel."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,8/10,5/5,8/10,18/20,1186790400,Cybercat,"Aroma is rich and fruity, mainly malty with strong apple or pear component and a hint of spice. It pours a dark, brownish amber that is somewhat cloudy and has a thick but not too persistent head. Flavor is rich and satisfying, mostly malty, strong fruity hint, and a touch of cinnamon or clove. Smooth and lip-smacking, it has a bit of an alcohol bite in the aftertaste. Strongly recommended."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,16/20,1186617600,matt7215,"UPDATED: MAR 21, 2010 750 ml bottle. poured amber with a fizzy white head with huge bubbles. dissapates quickly. wonderful aroma. malt, caramal, fruits, sweetness. flavours are a beautiful balance of the aromas. yeasty flavours typical of the style. silky in the mouth and complex yet easy to drink. this is a truely wonderful beer."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,18/20,1186444800,pojo41,"Bottle. Darkish amber color with a good, off-white head. Good lacing on glass.	Malty aroma. Tastes of caramel, malt and raisins with a touch of bitterness at the end. Another beer shared with my brother. This tasted great as did every beer we drank that night."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,8/10,4/5,9/10,19/20,1186444800,awwshiz,"Mmmm this is a delicious beer. This beer gets its greatness from a very unique taste, not just throwing in tons of hops and getting a high rating just because of that.  If youre looking for a world class beer that anyone can enjoy this is it."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,4/5,8/10,15/20,1186444800,SGTHibbert,"Creamy head, light, fruity apricot aroma. Mouth is fruity. Its silky with light bitterness. Palate, is astringent."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,3/5,6/10,12/20,1186272000,yespr,"33 cL bottle. Pours hazy brown/amber with a light brown, slight crispy and lasting head. Caramel malty sweet aroma with clear yeast traces. Sweet caramel and almost breadlike flavoured into the finish. Yeast does give the beer some more complex notes, but it is still my least favourite chimay. Good but not as good as the other 2."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,8/10,4/5,9/10,17/20,1186185600,Defreni,"Flaske. 2 r gammel. Rigeligt med grrester, men en bld harmonisk duft slr en imde. Selve llen er klassisk bruin i farven, men smager lige i skabet."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,17/20,1186099200,biggmike,Poured a dark brown-reddish color with nice creamy off-white head that lasted a while.  The attractive aroma is of caramel and fruit.  The flavor is malty up front with the taste of dark fruit and a slight bitterness at the finish.  Mouthfeel is rich.  Another one I have to thank my brother for introducing me to.
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,17/20,1186012800,biznizness,"Oh YUM.  I mean, what can you say about the Chimay beers except that.  I actually dont know if Ive had this one since I was in Brussels in summer 2003, to be honest.  Just as good as I remember it."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,12/20,1185408000,alexanderj,"Bottle; aroma of dark fruit, candy sugar and caramel.  Good aroma.  Poured a brownish red color.  Noticable carbonation; dry finish, slightly astringent.  Subtle, but good and complex flavors.  Fruit, caramel, some yeast and caramel.  The Chimay beers are what helped me get into better beers; still prefer the blue."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,9/10,18/20,1185321600,ilovedarkbeer,"UPDATED: DEC 23, 2007 Wow I like this one alot. Smells of fruit and caramel and pours a cloudy rouge color. Small pillowy head that last throughout. Tastes of caramel and yeast and wood? Awesome beer but the bread and metallic tastes retract somewhat. I wish the flavors were more concentrated."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,8/10,3/5,8/10,16/20,1185235200,mgumby10,"Pours a hazy brown/maroon with a medium light tan head.  Smells of sweet, dark fruits, candy sugar, and caramel malts.  Medium-bodied, balanced really well.  Fruitier more than it is malty, very sweet with a good dose of candy sugar left on the palate.  Very solid dubbel, I liked the fact that it didnt have anything more overpowering than another.  Good balance."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,6/10,3/5,7/10,12/20,1185062400,Kirill,"pretty average dubbel, sugary and with lots of caramel, copper color, but not impressive."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,7/10,17/20,1184803200,biggenius29,Pours copper with a large fizzy off-white head that is mostly lasting but leaving some not so good lacing.  The flavor is yeasty with some apple and grape.  The body is light to medium with a dry and oily texture and fizzy carbonation.
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,16/20,1184716800,amazinglopedo,"UPDATED: JUL 21, 2007 Vry flavorful much like the blue with a slight decrease in the alcohol feel.  Pours a dark brown with lacy head.  Fruitful aromas, flavor is sweet with a noticeable alcoholo kick.  Very good beer, however I wont drink it if there is any blue in the room."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,18/20,1184630400,hayduke,"From a bottle this poured a red to brown with a very large and billowing head that left good lacing in my Chimay glass.   Nose of fruit and some hops.  Very rich mouthfeel.    Flavor is simply divine, and finish is crisp and clean.  Superb beer."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,3/5,7/10,17/20,1184544000,cbeers21,"Hazy red/brown pour with generous pillowy head, some lacing on the glass.   Always a fan of the billowing bubbles throuhgout the course of the beer. Bready/yeasty on the nose, with touches of fruits, berry, pear, apricot and sugar.  Smooth and fruity tasty with rounded body and caramel malts.  There is a hoppy-crisp, slightly acidic finish which is a nice touch and provides contrast to the chewy malty body up front.  Overall a nice beer"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,8/10,4/5,7/10,14/20,1184371200,estoves2,"Second time i hade this and the same thing happened when i opened the bottle that time; a small fountain of foam that wont stop, maybe my beer got disturbed by this.	Pours a red hazy body with that nice pillar of bubbles rising in the middle thanks to the nicely designed chimay glas, it has an large creamy head.	Aromy is fruita and spicy.	Flavor is fruity and spicy to.	Palate is thick and smooth."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,3/5,7/10,14/20,1184284800,AOF,"Murky, reddish brown color with a full frothy head. Lacing all over the glass. Apples, apricot, raisins, yeast with a hint of nuttiness. Slightly floral. Medium body with a crisp, clean finish. As good as the Blue and quite frankly, I really cant tell much in difference."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,9/10,4/5,10/10,17/20,1184198400,stubby,"One of my favorite all-time beers.  This introduced me to a whole new world outside of San Diego county.  Aroma is dried fruits and apples.  Flavor when properly handled is complex, floral, fruity, raisins, rum, candy, yeasty love.  One of my perennial favorites."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,4/5,7/10,12/20,1184112000,keepersj12,"Out of the bottle, amber with a good head. Aroma was nice but the flavor was rather bland. Il try it again and rerate."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,6/10,4/5,8/10,14/20,1183939200,thenick,"Your typical abbey dubbel, a dark brown with a thin head.  The aroma is dominated by malt, caramel, and dark fruits.  Taste is mostly dark fruit combined with a slight woody taste, malts, and spices.  A solid, if unspectacular, abbey dubbel."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,6/10,5/5,8/10,16/20,1183939200,stefanje,"UPDATED: NOV 11, 2007 1pt., 9.4 fl bottle. Pours a cloudy unfiltered dark brown with a tan head that vanished surprisingly quick. Aroma was caramel and plums with a hint of spice. Taste was complex with chocolate in the forefront, other flavors--oak, pine, caramel, and walnuts. Mouthfeel was smooth and creamy with a slight fizz. There is an undertone of distinguished non-bitter hops. Finish was long and smooth with a caramel aftertaste. Nice pour for cleaning out the garage."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,8/10,15/20,1183852800,Rotorhead87,"Good beer, but nowhere near the Blue.  It has a nice lively feel to it and a good taste, but not as complex as others of the style.  Highly rated, but youre better off with others of the variety.  For example, many from Unibrau are at least as good and cheaper."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,6/10,3/5,7/10,14/20,1183680000,LordCorkscrew,"UPDATED: OCT 1, 2007 piacevolissima da bere senza troppo impegno,  sicuramente pi gustosa della Tripel e pi accessibile (e versatile) della Bleue. 	presa in un pub a Gavi, ne ho prese due perch (questa  la scusa ufficiale) la prima volta non mi avevano portato il tappo. Ribevuta oggi dopo un piatto di gramigna al rag fatta in casa.________________ENGLISH TEXT HERE__________________very pleasant to drink, its surely tastier than the tripel and more simple and soft than Blue. Two bottles at a bar in Gavi Ligure; again, at home, after homemade pasta."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,9/10,3/5,7/10,15/20,1183593600,MarkBarnes,"UPDATED: JUL 6, 2007 July 5, 2007; 750ml corked bottle. As a big fan of the Bleue variety (Quad), I was underwhelmed by this one -- possibly making an unfair comparison to the former (and more substantial) style.  An exceptional aroma of tart, overripe-fruit presages a burst of similar flavor -- which quickly dissipates to a dry, slightly-watery finish."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,16/20,1183593600,yesyouam,"Chimay Premiere is a hazy raspberry brown ale with a mostly-diminishing, splotchy, sand-colored head that leaves good lacing.  It has a tart aroma of straw, cherries, and perhaps dark bread, molasses, herbs, figs, butter, sweat, earth and cheese. It is dry, fizzy and medium bodied; sharp and dry like Champagne.  It is lightly sweet and bitter, moderately acidic and tart.  There is a musty quality that one would expect in a wine.  It is a well-blended and focused flavor thats hard to pick apart.  Great balance!  The aftertaste is clean and lightly bitter with possibly a hint of coriander.  A classic."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,2/5,5/10,3/5,6/10,13/20,1183161600,lb4lb,"Pours a cloudy, dark reddish brown color with an off white, dingy yellowish quickly diminishing head, and floating yeasty sediment.  Has a fruity, sweet, and sour nose similar to a flemish sour ale. (at least liefman goudenband)  Initial taste strikes me as fairly dry and bland and then opens up into a spiced fruitiness, with a clove-like coriander flavor with an almost dull numbing effect.  This could also be the intense over carbonation that almost strips and dries the tongue.  Overall, quite drinkable for a fairly high alcohol beer, but I not a big fan of the clove spiced flavors in this and in hefeweizens."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,16/20,1182988800,charcot25,"750 ml bottle into a goblet.  Deep scarlet to light brown body with a quickly vanishing white head.  Aroma is intensely fruity with some phenolic notes (clove and other spices).  Taste is equally fruity with some funky earth/spicy notes.  Highly carbonated with a dry, very mild bitter finish."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,2/5,2/10,3/5,1/10,9/20,1182902400,JStumpf,"Deep brown in color with ruby hues. Huge, fluffy off white head pours three fingers thick. Excellent retention. Sheets of lace cascade down the sides of the glass.  Offensive malts. Rotten fruit. White pepper. Clove. Asprin. Warming alcohol.  Stinky bready malts with caramel undertones are followed by flavors of rancid fruit and a hint of lime citrus juice. Medicinal hops chime in and are drowned out by cloves and a white sour spice on the tongue.  I only had one and the next day my poop was black."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,8/10,3/5,6/10,15/20,1182816000,pinkandgeek,"Deep red color with a pale head that clings to the glass relatively well. There are fruity flavors through the body, but I felt that it was a bit to sweet. That sweetness lent and awkward aftertaste."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,8/10,17/20,1182729600,Russo,"UPDATED: OCT 1, 2007 Bottle 0,33 Cl. Amber color with a persistent beige head. Fruity Aroma, the flavor is bitter and fruity. Mouthfeel is bitter and good		Portugus : Cerveja de cor mbar e espuma bege e persistente. Aroma frutado a sabor entre frutado amargo, bem balanceado. Fica um amargor gostoso na boca."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,7/10,16/20,1182643200,brianbuntz,"Pours a dark, almost opaque brownish amber. Nose of roasted malts, dough, dried fruits. The dried fruits are there in the flavor, too--sweet with a mild hoppy counterpoint. Nice, full mouthfeel. Solid Trappist offering, but not stellar."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,7/10,3/5,7/10,15/20,1182643200,badlizard,"330 mL bottle.  Golden red amber with a big fluffy off-white head.  Aroma of fruit and yeast.  Silky some what sticky paltae.  Light fruity taste, molasses, a hint of brown sugar, and a slightly bitter finish."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,17/20,1182470400,JMFG,"Ruddy brown in color with a thin white head, looks quite effervescent in the glass.  Sweet malt and yeast aromas, some fig-like smells, but subdued.  Nice palate - very light and drinkable.  Rich sweet dark pit fruit tones play around in the taste but never overwhelm.  The finish is a bit dry and kind of simple.  Although I need to try the Blue again, I like this one better."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,9/10,4/5,8/10,17/20,1182384000,Prcaus,"75 bottle-Rogue in Rittenhouse Philadelphia. Pours a nice brownish coloring with a slight head (when poured properly) Nice slight spice aroma, stronger than the white/blue. Extremely enjoyable."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,9/10,5/5,10/10,20/20,1182124800,styxnpicks,"Pourd an opaque murky brown with a hint of copper, head is a creammy soapy tan lasts halfway through the beer. aromas, if that of fruit and lovely yeast more  like wine than beer.  Flavor is INCREDABLE with balanced hop bitterness and a perfect sweetnes, all balanced in a mastered blend of unfiltered bliss,  heavy body,  great mouth feel,  and perfect with my steak,  the ceamy finish lasts and paired well with the rich fatty steak,  I thought I had died and gone to heaven for a minute.  A tru winner if you appreciate REAL beer"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,8/10,17/20,1182124800,Eckato,"UPDATED: JUN 26, 2007 love at first sight....nice yeasty aromas...cloudy and beautiful...smooth taste that is not overpowering...a wonderful beer and can not wait to get some more."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,7/10,4/5,7/10,13/20,1311984000,thooper41,"33 cL bottle: Appearance is a cloudy brown with cream color head. Aroma is of yeast and bread notes. Flavor is quite simple, just a few malty notes along with a bit of Belgian yeast. Slightly over carbonated."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,5/10,4/5,7/10,13/20,1311811200,sseb69,"Bouteille 330 ml. 7%. Couleur ambre-brune, effervescence vive, mousse beige ple abondante. Arme de levure belges et agrumes. En bouche, fruits, levure et trs belge.....je commence  comprendre...peut-tre que la Belgique All-Star, nest pas totalement pour moi ? Dunno...Charlevoix du Qubec Dominus Vobiscum BEAUCOUP plus gouteuse. En tk............"
